k99_46256#21117#24339#SRR2107173	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	70	67	3222
k99_47812#97026#100206#SRR2107173	gb|U97042|+|1263-4347|ARO:3003010|ceoB	411	355	3180
k99_110844#9019#12214#SRR2107173	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	174	151	3195
k99_163668#4629#7836#SRR2107173	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	299	261	3207
k99_239847#2125#5287#SRR2107173	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	85	85	3162
k99_275363#1210#4369#SRR2107173	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	59	58	3159
k99_276039#812#1652#SRR2107173	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_304096#209#542#SRR2107173	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	305	333
k99_8889#894#1800#SRR1068202	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	792	789	906
k99_22947#29#3239#SRR1068202	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	77	73	3210
k99_64297#129#957#SRR1068202	gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	828	828	828
k99_76137#240#1104#SRR1068202	gb|AY494717|+|0-864|ARO:3002334|GES-5	864	863	864
k99_92548#6024#9264#SRR1068202	gb|NC_006350.1|-|2147817-2150949|ARO:3002983|amrB	88	80	3240
k99_115938#209#542#SRR1068202	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	306	333
k99_117135#4113#7260#SRR1068202	gb|NC_002516|+|4707534-4710624|ARO:3000808|mexI	56	55	3147
k99_124057#557#1397#SRR1068202	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	838	840
k99_180367#546#1347#SRR1068202	gb|AF205943|+|7511-8312|ARO:3001405|OXA-10	801	795	801
k99_76988#755#1088#SRR2107133	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
k99_129472#153#978#SRR2107133	gb|M17124|+|1181-1982|ARO:3000498|ErmF	800	713	825
k99_138095#1#2242#SRR2107133	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	207	182	2241
k99_147171#8178#11439#SRR2107133	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	384	333	3261
k99_156184#162#963#SRR2107133	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	797	801
k99_168287#22265#25433#SRR2107133	gb|U97042|+|1263-4347|ARO:3003010|ceoB	410	347	3168
k99_8290#1072#4294#SRR2107184	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	77	74	3222
k99_25961#1140#1956#SRR2107184	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_21952#2280#2613#SRR2107176	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	306	333
k99_45936#14067#17220#SRR2107176	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	524	449	3153
k99_49284#0#3012#SRR2107176	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	70	67	3012
k99_111134#0#318#SRR2107176	gb|HQ203032|+|0-345|ARO:3000245|RbpA	318	292	318
k99_214404#755#3950#SRR2107176	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	180	159	3195
k99_233214#169#3409#SRR2107176	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	215	189	3240
k99_284362#422#1262#SRR2107176	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_309597#1#1813#SRR2107176	gb|U97042|+|1263-4347|ARO:3003010|ceoB	80	73	1812
k99_367915#850#2878#SRR2107176	gb|U97042|+|1263-4347|ARO:3003010|ceoB	280	245	2028
k99_48239#1#1207#SRR2107181	gb|AF099140|+|136-1363|ARO:3002826|EreA2	1206	1206	1206
k99_94031#230#1070#SRR2107181	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_11093#8625#11886#SRR2107128	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	384	333	3261
k99_37917#1393#4594#SRR2107128	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	282	241	3201
k99_46224#69#402#SRR2107128	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
k99_111207#162#963#SRR2107128	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	797	801
k99_135440#38846#42014#SRR2107128	gb|U97042|+|1263-4347|ARO:3003010|ceoB	410	347	3168
k99_159389#215#992#SRR2107128	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	780	774	777
k99_184420#568#1393#SRR2107128	gb|M17124|+|1181-1982|ARO:3000498|ErmF	800	713	825
k99_227234#2#2222#SRR2107128	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	207	182	2220
k99_251528#1#850#SRR2107128	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	849
k99_96130#1#703#ERR770581	gb|AF242872|+|2131-2878|ARO:3000375|ErmB	702	688	702
k99_98215#732#1572#ERR770581	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_313067#2#2138#ERR770581	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	136	119	2136
k99_409339#51#369#ERR770581	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	318	293	318
k99_36850#4668#5505#SRR1702228	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	837	835	837
k99_85275#1#772#SRR1702228	gb|JF969163|+|1053-1893|ARO:3000410|sul1	771	769	771
k99_138988#471#1287#SRR1702228	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_6256#151#952#SRR1702231	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	792	789	801
k99_21138#779#1253#SRR1702231	gb|KF534911|+|39-513|ARO:3003013|dfrA15	474	474	474
k99_35990#309#1092#SRR1702231	gb|AY027589|+|45-828|ARO:3004239|NPS-1	783	779	783
k99_44658#141#1398#SRR1702231	gb|AF099140|+|136-1363|ARO:3002826|EreA2	1227	1167	1257
k99_57493#546#3726#SRR1702231	gb|U97042|+|1263-4347|ARO:3003010|ceoB	77	73	3180
k99_60785#485#1331#SRR1702231	gb|EU675686|+|3196-4042|ARO:3002616|aadA16	846	761	846
k99_67342#511#1987#SRR1702231	gb|NC_007682|+|20649-22125|ARO:3003109|msrE	1476	1475	1476
k99_67342#2042#2927#SRR1702231	gb|CP016215.1|+|74426-75311|ARO:3003741|mphD	885	885	885
k99_73266#106#937#SRR1702231	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	831	830	831
k99_86771#194#983#SRR1702231	gb|AF137361|+|63-852|ARO:3002605|aadA5	789	789	789
k99_102067#1278#2439#SRR1702231	gb|M37699|+|585-1752|ARO:3000205|tetX	1161	1160	1161
k99_111702#0#3057#SRR1702231	gb|NC_006350.1|-|2147817-2150949|ARO:3002983|amrB	93	87	3057
k99_141953#256#1057#SRR1702231	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	798	801
k99_153238#423#1026#SRR1702231	gb|Y11946.1|+|0-980|ARO:3002578|AAC(6')-Ib7	580	580	603
k99_162508#3207#4023#SRR1702231	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_179978#116#449#SRR1702231	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	313	333
k99_5977#2553#5721#SRR1702232	gb|L11616|+|1569-4710|ARO:3000378|MexB	97	88	3168
k99_85250#1409#4595#SRR1702232	gb|L11616|+|1569-4710|ARO:3000378|MexB	240	204	3186
k99_136901#540#3675#SRR1702232	gb|AB219524.1|+|1176-4338|ARO:3003699|mexQ	101	91	3135
k99_177893#88#3229#SRR2107182	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	74	70	3141
k99_72270#8160#11319#SRR2107179	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	93	86	3159
k99_115711#76#1303#SRR2107179	gb|AF099140|+|136-1363|ARO:3002826|EreA2	1227	1227	1227
k99_130618#458#1298#SRR2107179	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	839	840
k99_9881#40#856#SRR1702227	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	815	816
k99_16594#151#934#SRR1702227	gb|AY027589|+|45-828|ARO:3004239|NPS-1	783	781	783
k99_43708#104#896#SRR1702227	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	792	790	792
k99_47688#692#1220#SRR1702227	gb|AF043381|+|251-863|ARO:3002580|AAC(6')-Ib9	528	528	528
k99_51828#24#357#SRR1702227	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	305	333
k99_63914#6876#10071#SRR1702227	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	488	409	3195
k99_70622#31#868#SRR1702227	gb|JF969163|+|1053-1893|ARO:3000410|sul1	837	837	837
k99_98801#1720#3364#SRR1702227	gb|MG241339.1|+|0-1644|ARO:3004332|MCR-5	1644	1643	1644
k99_127088#184#769#SRR1702227	gb|AF078527|+|4387-4840|ARO:3002847|arr-2	453	452	585
k99_2710#299#1136#SRR2107210	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	837	836	837
k99_187661#423#1263#SRR2107210	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_297649#343#1159#SRR2107210	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_303892#241#1126#SRR2107210	gb|CP016215.1|+|74426-75311|ARO:3003741|mphD	885	885	885
k99_311812#1126#1804#SRR2107210	gb|AL123456.3|-|3626662-3627349|ARO:3000816|mtrA	678	573	678
k99_1267#201#534#SRR2107178	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	304	333
k99_1316#22282#23509#SRR2107178	gb|AF099140|+|136-1363|ARO:3002826|EreA2	1227	1227	1227
k99_88062#19712#22871#SRR2107178	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	93	86	3159
k99_93970#967#1807#SRR2107178	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	839	840
k99_50372#88#3229#SRR2107183	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	74	70	3141
k99_3415#1172#2024#SRR2107174	gb|JF969163|+|1053-1893|ARO:3000410|sul1	838	838	852
k99_33429#3837#4641#SRR2107174	gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib	804	802	804
k99_33429#4640#5477#SRR2107174	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	837	836	837
k99_102747#3503#6701#SRR2107174	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	71	66	3198
k99_134735#2#2096#SRR2107174	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	207	182	2094
k99_156544#2181#2997#SRR2107174	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_162733#1#1906#SRR2107174	gb|U97042|+|1263-4347|ARO:3003010|ceoB	426	364	1905
k99_211251#7946#8633#SRR2107174	gb|AL123456.3|-|3626662-3627349|ARO:3000816|mtrA	687	594	687
k99_228993#201#3327#SRR2107174	gb|NC_006350.1|-|2147817-2150949|ARO:3002983|amrB	102	93	3126
k99_229804#624#957#SRR2107174	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	331	333
k99_4605#3761#6986#SRR2107177	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	441	370	3225
k99_34698#2160#5382#SRR2107177	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	70	67	3222
k99_52563#14071#17224#SRR2107177	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	524	448	3153
k99_121623#0#3090#SRR2107177	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	85	78	3090
k99_185578#2#788#SRR2107177	gb|JF969163|+|1053-1893|ARO:3000410|sul1	786	786	786
k99_205906#16218#16551#SRR2107177	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	305	333
k99_233916#0#2205#SRR2107177	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	108	98	2205
k99_290189#0#2634#SRR2107177	gb|U97042|+|1263-4347|ARO:3003010|ceoB	411	355	2634
k99_398968#1#2569#SRR2107177	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	215	189	2568
k99_2965#176#1040#SRR1051195	gb|AF326355|+|0-864|ARO:3002331|GES-2	864	848	864
k99_28947#6#588#SRR1051195	gb|AY123251|+|2950-3505|ARO:3002594|AAC(6')-IIa	71	64	582
k99_34675#11720#14927#SRR1051195	gb|AB219524.1|+|1176-4338|ARO:3003699|mexQ	67	63	3207
k99_89137#7682#10892#SRR1051195	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	77	73	3210
k99_94258#15847#16663#SRR1051195	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_110331#1061#3956#SRR1051195	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	96	88	2895
k99_172122#444#1389#SRR1051195	gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	828	828	945
k99_186938#151#1048#SRR1051195	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	792	789	897
k99_188116#24987#28128#SRR1051195	gb|L11616|+|1569-4710|ARO:3000378|MexB	185	163	3141
k99_198297#163#964#SRR1051195	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	798	801
k99_224570#3180#3513#SRR1051195	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	306	333
k99_231973#1347#2514#SRR1051195	gb|M37699|+|585-1752|ARO:3000205|tetX	1167	1164	1167
k99_290378#689#1529#SRR1051195	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	838	840
k99_307623#287#1088#SRR1051195	gb|AF205943|+|7511-8312|ARO:3001405|OXA-10	801	793	801
k99_315063#151#934#SRR1051195	gb|AF156486|+|5012-5792|ARO:3002602|aadA2	780	780	783
k99_348635#192#993#SRR1051195	gb|AY139598|+|1486-2287|ARO:3001775|OXA-119	801	775	801
k99_352455#33723#36900#SRR1051195	gb|L11616|+|1569-4710|ARO:3000378|MexB	387	332	3177
k99_26267#41#374#SRR2308827	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
k99_30702#530#1370#SRR2308827	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_60014#862#2023#SRR2308827	gb|M37699|+|585-1752|ARO:3000205|tetX	1161	1159	1161
k99_84013#367#1183#SRR2308827	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_91474#2358#2904#SRR2308827	gb|NC_019368.1|+|58200-58833|ARO:3002676|catB3	546	546	546
k99_103288#59#1856#SRR2308827	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	450	382	1797
k99_138400#167#968#SRR2308827	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	795	801
k99_181472#2#869#SRR2308827	gb|AY043299.1|-|3984-5175|ARO:3000167|tet(C)	867	867	867
k99_216618#2#581#SRR2308827	gb|AF043381|+|251-863|ARO:3002580|AAC(6')-Ib9	579	579	579
k99_370612#499#1726#SRR2308827	gb|AF099140|+|136-1363|ARO:3002826|EreA2	1227	1227	1227
k99_22822#2440#5605#SRR1702226	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	204	178	3165
k99_23374#18567#21747#SRR1702226	gb|U97042|+|1263-4347|ARO:3003010|ceoB	77	73	3180
k99_23421#42#873#SRR1702226	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	831	829	831
k99_28177#2370#2703#SRR1702226	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
k99_33974#1498#2713#SRR1702226	gb|AF231986|+|3307-4522|ARO:3002705|floR	1215	1211	1215
k99_48755#8662#11815#SRR1702226	gb|L11616|+|1569-4710|ARO:3000378|MexB	386	335	3153
k99_49999#151#943#SRR1702226	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	792	790	792
k99_87982#1215#1668#SRR1702226	gb|AF078527|+|4387-4840|ARO:3002847|arr-2	453	452	453
k99_125805#211#544#SRR1702226	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	305	333
k99_126813#2066#5228#SRR1702226	gb|L11616|+|1569-4710|ARO:3000378|MexB	463	392	3162
k99_139121#3817#6991#SRR1702226	gb|U97042|+|1263-4347|ARO:3003010|ceoB	82	77	3174
k99_182493#144#777#SRR1702226	gb|NC_019368.1|+|58200-58833|ARO:3002676|catB3	633	633	633
k99_182493#1213#1687#SRR1702226	gb|KF534911|+|39-513|ARO:3003013|dfrA15	474	474	474
k99_3116#6393#9558#SRR2107171	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	85	78	3165
k99_4080#2#2081#SRR2107171	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	103	97	2079
k99_19809#13965#17205#SRR2107171	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	460	396	3240
k99_93642#14061#17214#SRR2107171	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	524	449	3153
k99_106555#2#2810#SRR2107171	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	82	75	2808
k99_115353#2067#5289#SRR2107171	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	70	67	3222
k99_119556#53640#56820#SRR2107171	gb|U97042|+|1263-4347|ARO:3003010|ceoB	269	232	3180
k99_156448#7792#11080#SRR2107171	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	209	182	3288
k99_193614#2773#5716#SRR2107171	gb|U97042|+|1263-4347|ARO:3003010|ceoB	411	355	2943
k99_195333#7777#10972#SRR2107171	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	174	151	3195
k99_197749#1184#2036#SRR2107171	gb|JF969163|+|1053-1893|ARO:3000410|sul1	838	838	852
k99_220260#4629#7836#SRR2107171	gb|AFRQ01000061.1|-|23986-27124|ARO:3004144|AxyY	299	261	3207
k99_227632#628#1474#SRR2107171	gb|CP016215.1|+|74426-75311|ARO:3003741|mphD	846	846	846
k99_247901#735#1068#SRR2107171	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	305	333
k99_50566#974#1814#SRR2308974	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	840
k99_63282#71#3278#SRR2308974	gb|NC_006350.1|-|2147817-2150949|ARO:3002983|amrB	90	83	3207
k99_309184#3455#4271#SRR2308974	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_364400#2#722#SRR2308974	gb|M17124|+|1181-1982|ARO:3000498|ErmF	720	718	720
k99_390645#1375#2230#SRR2308974	gb|AY139603|+|106-898|ARO:3002608|aadA8	792	788	855
k99_16043#151#1090#SRR1702229	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	792	789	939
k99_18056#44#845#SRR1702229	gb|AM412777|+|117-918|ARO:3001439|OXA-101	801	784	801
k99_20956#42#879#SRR1702229	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	837	835	837
k99_37285#330#885#SRR1702229	gb|Y11946.1|+|0-980|ARO:3002578|AAC(6')-Ib7	555	554	555
k99_167374#115#916#SRR1702229	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	796	801
k99_171143#118#946#SRR1702229	gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	828	826	828
k99_176146#1#853#SRR1702229	gb|AF137361|+|63-852|ARO:3002605|aadA5	789	786	852
k99_197721#170#953#SRR1702229	gb|AY027589|+|45-828|ARO:3004239|NPS-1	783	781	783
k99_202417#177#1008#SRR1702229	gb|JN420336.1|-|1399-2230|ARO:3001396|OXA-1	831	826	831
k99_233674#116#449#SRR1702229	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	331	333
k99_2257#485#1301#SRR1702230	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	816	816
k99_22887#159#960#SRR1702230	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	798	801
k99_26022#136#886#SRR1702230	gb|AF043381|+|251-863|ARO:3002580|AAC(6')-Ib9	596	596	750
k99_42347#664#1495#SRR1702230	gb|AY237830|+|0-831|ARO:3001781|OXA-47	831	824	831
k99_44335#2#2390#SRR1702230	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	207	177	2388
k99_54829#571#1417#SRR1702230	gb|EU675686|+|3196-4042|ARO:3002616|aadA16	846	754	846
k99_56483#82#865#SRR1702230	gb|AY027589|+|45-828|ARO:3004239|NPS-1	783	781	783
k99_59023#42#879#SRR1702230	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	837	836	837
k99_59023#878#1682#SRR1702230	gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib	804	801	804
k99_59415#192#1077#SRR1702230	gb|AB571865.1|-|143423-144308|ARO:3003742|mphG	885	805	885
k99_66077#70#403#SRR1702230	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
k99_95343#295#928#SRR1702230	gb|NC_019368.1|+|58200-58833|ARO:3002676|catB3	633	633	633
k99_102356#113#1280#SRR1702230	gb|M37699|+|585-1752|ARO:3000205|tetX	1167	1164	1167
k99_127667#2#536#SRR1702230	gb|AY123251|+|2950-3505|ARO:3002594|AAC(6')-IIa	534	534	534
k99_134429#1246#2026#SRR1702230	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	780	779	780
k99_196880#496#1972#SRR1702230	gb|NC_007682|+|20649-22125|ARO:3003109|msrE	1476	1476	1476
k99_196880#2027#2858#SRR1702230	gb|CP016215.1|+|74426-75311|ARO:3003741|mphD	831	831	831
k99_10833#594#1425#SRR2107219	gb|AY237830|+|0-831|ARO:3001781|OXA-47	831	824	831
k99_41663#91#709#SRR2107219	gb|Y11946.1|+|0-980|ARO:3002578|AAC(6')-Ib7	612	609	618
k99_46668#86#875#SRR2107219	gb|AF137361|+|63-852|ARO:3002605|aadA5	789	788	789
k99_48558#106#952#SRR2107219	gb|AY758206|+|2743-3589|ARO:3002611|aadA11	846	845	846
k99_66327#244#1042#SRR2107219	gb|AB114632|+|655-1453|ARO:3002607|aadA7	798	794	798
k99_83805#20#905#SRR2107219	gb|AB571865.1|-|143423-144308|ARO:3003742|mphG	885	884	885
k99_83805#909#2133#SRR2107219	gb|AB571865.1|-|144312-145536|ARO:3003745|mefC	1224	1221	1224
k99_117547#722#1460#SRR2107219	gb|AF242872|+|2131-2878|ARO:3000375|ErmB	738	731	738
k99_122482#163#964#SRR2107219	gb|M17124|+|1181-1982|ARO:3000498|ErmF	801	795	801
k99_153833#2#899#SRR2107219	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	897
k99_154554#151#931#SRR2107219	gb|NC_004998.1|-|80976-81768|ARO:3002601|aadA	780	777	780
k99_158368#318#975#SRR2107219	gb|M55620|+|0-660|ARO:3002687|catQ	657	654	657
k99_159154#202#535#SRR2107219	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
k99_207832#105#1581#SRR2107219	gb|NC_007682|+|20649-22125|ARO:3003109|msrE	1476	1476	1476
k99_301968#308#1172#SRR2107219	gb|FJ854362|+|701-1565|ARO:3002340|GES-11	864	861	864
k99_303185#151#931#SRR2107219	gb|AF156486|+|5012-5792|ARO:3002602|aadA2	780	779	780
k99_339616#2#794#SRR2107219	gb|AM932669|+|698-1502|ARO:3001811|OXA-129	792	792	792
k99_396089#994#1798#SRR2107219	gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib	804	803	804
k99_396089#1797#2634#SRR2107219	gb|AF024602|+|3155-3992|ARO:3002660|APH(6)-Id	837	836	837
k99_457221#2#2399#SRR2107219	gb|NC_002516|+|2810008-2813197|ARO:3000804|MexF	214	186	2397
k99_471157#911#1751#SRR2107219	gb|M55547|+|0-825|ARO:3001404|OXA-9	825	825	840
k99_476046#114#963#SRR2107219	gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	828	828	849
k99_502816#249#1074#SRR2107219	gb|JN861779|+|0-825|ARO:3001710|OXA-211	825	800	825
k99_515689#49#934#SRR2107219	gb|CP016215.1|+|74426-75311|ARO:3003741|mphD	885	885	885
k99_535750#149#1031#SRR2107219	gb|X15791|+|1375-2257|ARO:3003563|RCP-1	882	882	882
k99_565583#591#1407#SRR2107219	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2	816	815	816
k99_45364#293#1124#SRR2107215	gb|AY237830|+|0-831|ARO:3001781|OXA-47	831	827	831
k99_84555#1606#2395#SRR2107215	gb|NC_009495.1|-|3035492-3036527|ARO:3004146|cfrC	789	754	789
k99_91710#1167#2067#SRR2107215	gb|AF324833.1|+|0-900|ARO:3003711|VEB-1a	900	900	900
k99_140119#125#914#SRR2107215	gb|AF137361|+|63-852|ARO:3002605|aadA5	789	789	789
k99_143174#2#899#SRR2107215	gb|JF969163|+|1053-1893|ARO:3000410|sul1	840	840	897
k99_203671#124#976#SRR2107215	gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	828	828	852
k99_214121#64#397#SRR2107215	gb|DQ149925.1|+|188-521|ARO:3003836|qacH	333	332	333
